reviews,Performance and Stability,Payment,Content,Satisfaction
Aplikasi yang sangat2 susah di buka... Aplikasi ginian kok d buat media terpercaya.... Buka live sepak bola super duper susah... Koneksi sinyal bagus,neg,,,neg
Paketan premier tidak berlaku Padahal 2 minggu tidak ada tontonan... Kecewa... Tidak ada kebijaksanaan nya,,neg,,neg
"Kebanyakan iklan , iklannya banyakkk banget :( jadi gak enjoy nontonya apalagi juga loading muluu bikin kesel sih tapi bagus juga .. jadi diantara kesel sama lumayan bagus tapi tetep ganggu banget sih soalnya kebanyakan loading sama iklan tolong di kurangi dong iklanny sama benerin lag nya soalnya nanti jadi gak enjoy kalo nonton agak kecewa sih tapi yaudah deh.",neg,,neg,neg
"Masih perlu dikembangkan dan diperbanyak fitur nya, Background player juga mohon dimasukkan. Karena lumayan membantu buat mendengarkan berita dikala aktivitas.",neg,,,
Parah parah terlalu jelek layanan appl. Ini Makin kesini appl .ini terlalu banyak banget Iklannya 1 menit iklan ..jadi nontonnya hanya di banyakan iklan melulu,,,neg,neg
empat ajja dulu soalnya banyak iklan nya,,,neg,neg
Udah berlangganan eh masih ada dikasih iklan 💨,,,neg,
"Rugi saya paketin, mau nonton bola pas diklik malah siaran balapan,,,kan asuuuuuu,gmn sih ga profesional lu ah, rugi w!!!!!!",,,neg,neg
Sangat bagus tp sayang harus bayar coba kl kaya yutube enak nontonya lancar,,neg,,pos
"Saya perbarui aplikasinya, malah akun saya tidak bisa masuk ke android TV box",neg,,,
Terkadang klo lagi nonton sering keluar sendiri pas nontonnya,neg,,,
Bayar tetap banyak iklan coy,,,neg,
Sangat tidak puas lagi nonton live tiba tiba keluar sendiri .,neg,,,neg
"Aplikasiya bagus, saya suka banget bisa nonton bareng keluarga bayak Vidio lain pokoya saya kasih aplikasi ini juara 1",,,,pos
"Setelah update kok malah gak ada gambar gk ada apa!!!, Sebelumnya baik2 saja dan rusak bkn disebabkan jaringan",neg,,,
bintang 5 😪hmm... makin di update makin buruk. nonton bola live nya gk stabil kadang muter jadi kena jeda gk enak banget. masa stabil hanya 240p. pusing liat nya..! padahal sinyal bagus. nonton youtube lancar. sampe 720p,neg,,,
Udah bayar tapi gak bisa akses premium kocak nih aplikasi,,neg,,neg
Awalnya saya donwlod aplikasi video ini karena ada anime yg saya suka di rtv ta tapi pas saya udh donwlond aplikasi video eeeeh malah anime itu sudah tidak ditayangin lagi saya jadi sedih dan kecewa,,,neg,neg
Oee Bngst.. Gua udah beli primer tapi kenapa nggak ada notif diaplikasinya ajg!!,,neg,,neg
"Bagus sih, cuma sayang sekali video tdk menayangkan volyball word netherland tahun ini, bisa nonton disaluran tv sebelah,cuma terbiasa di saluran video..",,,neg,pos
vidio makin lama makin cacat. film sering eror. percuma juga berlangganan premium kalo masih aja eror. pindah aja lah ke apk sebelah. yang ini udah cacat total,neg,,,neg
Kenapa acara TV tidak lengkap seperti antv kok sekarang gak ada... Mohon untuk para developer agar perbanyak saluran TV di aplikasi ini agar enak gitu nonton nya sekian. Untuk sekarang saya kasih bintang tiga dulu nanti kalo ada aku tambahin lagi:).,,,neg,neg
Tolong dong aplikasi nya di perbaiki lagi untuk urusan jaringannya. Soalnya sering buffering saat streaming nonton bola. Padahal kualitas nya uda otomatis.,neg,,,neg
"Aplikasi anj*ng, gw udah 5 tahun brlangganan ini, gw perpanjangan tahunan, sekarang tibatiba banyak siaran bola yg ga ditayangin sebelumnya la liga, seria A, league 1, diganti dengan premier league, tpi harus ganti paket langganan dulu, emang k*nt*l manajemennya ta33kk",,neg,neg,neg
"Tolong untuk yg versi android tv box ada opsi size untuk subtitle na, yg skrg terlalu kecil size na. Nonton harus betul2 dekat sm tv baru bisa di baca.",neg,,,
Tambah parah canelnya jelek2. Kalo cuma canel lokal semua disuruh bayar. buat apa nonton di aplikasi ini. Gk seperti aplikasi sebelah canelnya tambah banyak yg gratis. Film episode juga tidak sampai tamat. Kalah sama apk sebelah,,neg,neg,neg
"Makin tak beres ni aplikasi!!! Makin di update makin ribet pembayaran paket premiumnya.. Seharian gue coba pakai semua metode pembayaran, satu pun gak ada yang berhasil.. Eror terus balasannya!",neg,,,neg
"Kenapa saat saya mau nonton Bein sport sama channel Champions TV, selalu ada kata yg bilang, ""konten ini nggak tersedia di Negara mu"", padahal saya sudah berlangganan, tolong panduan nya!!!!, Apa yg harus saya lakukan untuk bisa nonton Bein sport sama channel Champions TV?",,,neg,
"Ini gmna sih, di seting minta verifikasi no, sudah di isi dan masukan kode, tulisan nya simpan, tpi malah kirim kode lagi, Sudah di email jg ke team suport, eh kagak nympe"" mesti ngulang.alasan sistem eror Saya berlangganan premium di kartu selular saya. Tpi knp no nya tdak tersimpan di app ini, malah terus""an kirim kode stiap di tekan SIMPAN Komplainan saya tidak di respond dngn baik",neg,,,
"Mau beli pket epl 1 tahun bayar pakai pulsa telkomsel, gagal terus dgn alasan saldo tidak cukup. Pdhl saldo ud lebih dr harga paket. Harus saya top up sampe saldo brp? Bingung kan saldo ud banyak, mau d apain ini. Aq kudu pie???",,neg,,
"Aplikasinya sudah cukup bagus. Tapi jika perlu batasi tampilan iklan minimal sampai 5x, agar pengguna merasa nyaman saat streaming😁",,,neg,pos
"Saya beli 2 x paket premium di aplikasi dana dan aplikasi Tokopedia, kenapa semua voichernya tidak ada yg bisa diklaim?sampe putus asa beli paket di banyak aplikasi tapi ga bisa di pake. Liat di youtube2 dibawah tulisan beli paket ada tempat untuk masukin voucher, knp sy SDH hapus dan instal ulang aplikasi ttp ga bs masukin voucher? SDH dicoba saat pembayaran langsung tukar voucher saya masukin voucher baik dr Tokopedia dan aplikasi dana, semua nya ga ada yg bisa.heran knp tuh?",,neg,,
"Kok gk bisa berlangganan, padahal pulsa nya lebih dari cukup, tapi pembayaran gagal terus!! Juga gk bisa transaksi pake rek mandiri!",,neg,,
Saya kasih bintang satu biar mencolok.. Kecewa bgt.. Tiap awal bulan saya pake paket premiun yg 30 tapi bisa nontonnya seminggu doang.. Udh hampir 2 bulan begini trus.. Nombok dong pelanggan harus bayar 2 kali mh,,neg,,neg
Kenapa di android tv saya sekarang sering mendapatkan iklan saat menonton film premium ?? Padahal statusnya saya tu beli paketan preium loh Versi sebelumnya tidak pernah begini. Tlong dipertimbangkan lagi,,,neg,neg
"Terlalu bnyak iklan, lelet wlaupun jaringan udah kencang. kalau pas asik nonton tiba2 ada iklan lngsung berhenti film nya dan harus mulai masuk awal lagi",neg,,neg,
"Yang saya benci saat ingin melakukan pembayaran sangat sulit sekali tolong kami kasih kenyaman biasanya bisa isi pakek pulsa, sekarang tidak bisa tolong di ganti ke yang dulu biar kami lebih semangat lagi",,neg,,neg
"Saya tidak alergi iklan, tapi berikan iklan sewajarnya, durasi iklan 10 detik, dan bisa 4-5 iklan pervideo. Tidak masuk akal",,,neg,neg
Aplikasi terbaik untuk lokal.. Sy udah berlanggan bulanan 2 kali tanpa masalah next ambil yg setahun....Sarannya buat developer vidio..koleksi film minta diperbanyak lagi yg terbaru dan semoga next tayangan life sport UFC bisa ada di vidio,,pos,neg,pos
"Mantap aplikasinya saya baru bisa ngasih 5 bintang buat anda untuk saat ini, tambahin event nya dong atau fitur seperti coin gitu, contoh login dapet koin lalu nonton Vidio apa gitu dapet coin Vidio lalu harus ngumpulin coin Vidio nya, dan ntar bisa di tukarkan coin Vidio nya seperti berupa hadiah jadi biar berwarna MAKASIH APLIKASI TOP UNTUK SAAT INI👍",neg,,neg,pos
"Episode Films nya gak pada sampe tamat..cuman setengah episode aj. Padahal asli film ny udah tamat,, Awal nya kecewa karna program tv ny gak lengkap tapi masih bisa di maklumi...",,,neg,neg
"Parah nih apk , udah beli langganan premier sampai berulang ulang pakai pulsa , SMS udah sukses Pas cek di apk malah gak bisa Mau nonton malah gak bisa disuruh langganan lagi katanya Uninstall aja gak jelas",,neg,,neg
"Kok bisa-bisa nya ngambil paket utama, padahal sudah langganan paket vidio premium. Setelah paket utama habis malah nggk bisa buka aplikasi dan mau nonton jadi lemot. Ini bagaimana sih?",neg,neg,,
"Saya kecewa sama apk ini,,,saya sudah beli paket platinum tapi di aplikasi paketnya ga aktif,, ini apk sudah menipu saya. Di hubungi emailnya ga ada respon.penipu.semoga cepat bangkrut",,neg,,neg
"Sinyal udah 5G tapi buat streaming aja masih kebanyakan loading. Kocak emang,Iklan nya kurang lama sekalian aja 30 menit. Buat skip iklan aja susah banget sampah emang",neg,,neg,neg
"Aplikasi cacat, pembayaran sudah saya lakukan 2 kali tapi tidak di proses padahal saldo sudah terpotong. Bahkan dikatakan sudah kadaluarsa. Sangat kecewa",,neg,,neg
Bagus bgt yg paling bagus aku nonton film djs di situ karena TV aku cuma 1 lalu ortu aku selalu nonton di situ jadi aku download apk ini dan ternyata bisa nonton djs full kayak di TV makasih ya udh buat apk ini ini sangat membantu sekali bagi yg belum download apk ini silakan download ya karena ini bagus banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!udah dulu ya karena udh 447 ni bye,,,pos,pos
Jelek .. sudah berlangganan tpi tdak bisa nonton videonya tidak ada kepastian ..hati hati buat yg mau berlangganan untuk pengguna baru dipastiin dlu tnya2 dlu caranya biar gk kyak sya udah byar tpi gk bisa nonton video premier nya,,neg,,neg
"Wooooyyy...gua udh bayar berlangganan udh 3 hari masih blm aktif juga. Pembayaran udh berhasil via virtual.. Komplain berkali"" gk ada respon.. Nyesel gua bayar paket platinum",,neg,,neg
"Jelek, sering putus² padahal di jakarta coba pake indosat, telkomsel, wifi, dll ttp aja putus² g lancar jaringannya. Tp pake aplikasi lain lancar nontonya. Payahh coba diperbaikilah sistemnya.",neg,,,neg
"Kenapa suka lelet sii, sudah pakai wifi tetep aja loading teruss padahal sudah jadi pengguna VIP, tolong perbaiki yaa demi kenyamanan konsumen.",neg,,,neg
"Pembohongan, katanya bayar paket platinum 7hari 19.000 kalo pertama pake dana diskon 90%, udah hubungkan akun dana sama vidio malah bayar lebih mahal, saldo dana dipotong sekitar 22.000. Tolong penjelasannya",,neg,,neg
"Sangat kecewa, sdh 2x bayar langganan tapi sampai sekarang tidak diaktifkan oleh VIDIO. Saya bayar 2x yaitu OVO 29 ribu+pajak dan Gopay 19 ribu+pajak. Mohon uang saya dikembalikan.",,neg,,neg
"Terbantu saat lagi diluar kota yang memang susah gak ada tv. Lagipula skrg tv udah gak dipakai, semua serba dalam genggaman ditangan kita, informasi bisa diperoleh. Makasih Vidio,",,,,pos
"Lama2 jd saya jd bosen dngan aplikasi ini,krn awal²x bayar pakai pulsa bisa,tp sekarang banyak peraturanya,inilah,itulah,bayarx harus ke indomaretlah,iya klo lokasi saya deket indomaret,klo tdak?! Uninstal aja aplikasinya biar gk pusing...",,neg,,neg
Kalo mau nonton tapi gak mau ada iklan modal lahh..aku aja beli paket yang murah pakek pulsa 30 hari saja..bisa nonton live bein sport 1&3. Bisa nonton liga champions sepuasnya pokokny live olahraga mau liga apa saja bisa. Bisa nonton premer aktion..,,pos,pos,
Ini sy udah beli pake Video di Googleplay sudah terkonfirmasi pembayarannya menggunakan kartu kredit namun pas di buka untuk di konfirmasi ke aplikasinya ngga bisa aktif paketnya gmn sih ribet amat sekarang,,neg,,neg
Saya kecewa banget karena terlalu banyak iklan sangat percepat durasi.tolong perbaiki jangan masang iklan karena saya tidak suka dengan iklan. terimakasih,,,neg,neg
Sekarang ribet ga kaya dulu... Mau langganan cuma bisa pake visa card saja.. Ga kaya dulu bisa lewat pulsa n yg laennya untuk pembayarannya... Hapus ja lah apk nya ga guna,,neg,,neg
Saya adalah pelanggan layanan platinum.. Tapi hari ini saya kecewa karena tidak bisa menonton tayangan premier sama bola. Dikarrnakan tidak bisa bayar lewat pls.. Tolong donk di sediakan lagi bayar lewat plsa,,neg,,neg
"Apl vidio-nya selalu eror terus tiap kali iklan selesai... Jadi kasi bintang 1 aja dulu, tolong pihak vidio di perhatikan and di perbaiki. Agar kami pengguna vidio nyaman menikmati apl vidio and tak kecewa... Menggunakan apl vidio ini skian and terima kasih.",neg,,,neg
Kasih bintang 1 dulu deh baru jg mulai nonton. Udah ada iklan baru percepat sekali iklan lagi iklan nya banyak banget kenapa sih gak jelas padahal baru Nemu apk ini gw pengen banget nonton film si elzan itu yang.di penjara itu apa sih nama film nya nah pokonya itu malah jadi kesel gara gara kebanyakan iklan,,,neg,neg
"Saya pengguna baru ,saya coba daftarin premium. Yang 30day. Pembayaran via m-banking bca. Bukan nya aktif itu premium malah gak ada apa2 tolong yaa saya kecewa gak ada solusi .",,neg,,neg
"Ada apa dengan apk ini kok apk nya error gini yh Update nya juga lama saya kira jaringan eeh. Udh coba berulang ulang kli ttp aj gt,, tolong dong di tingkat kn lgiii",neg,,,neg
"Lewat Vidio inilah kita bisa nonton dimanapun juga, bisa menginspirasi ,menambah wawasan,hiburan,dan bisa menonton tayangan yg terlewatkan karena kita tdk bisa nonton di TV,pokoknya Vidio best👍",,,,pos
Hallo kak..aku mau kasi saran..klo bisa aplikasi vidio bsa di buka walaupun sdah offline..kan gak bsa nnton vidio yg di download..harus tingkatkn versinya lgi agar lbh bagus..aku ksi bintang 5 agar di percepat dn di review ulang..agar pengguna lainnya mesa puas dgn aplikasi nya..mksh,neg,,,
"Sudah isi saldo google play utk pembayaran langganan premium, eh ditolak gak bisa. Coba berkali² tetep gak bisa. Aplikasi uninstal aja lah. Jelekkkk !!!",,neg,,neg
"Saya sudah membayar untuk langganan, tanda Terima sudah ada dari Google, tapi langganan premium tak kunjung aktif. Saya kecewa telah dibodohi aplikasi ini. Mohon kembalikan uang saya",,neg,,neg
"Minta tolong Ini kenapa saya setelah beli paket diamond dan ketika menonton bola priemere league, liga spanyol, liga italia jadi tidak bisa karena konten tidak tersedia di negara kamu Tolong beri tahu bagaimana caranya biar tetep bisa menonton karena rugi udah paketin mahal²",neg,,,neg
"Kok makin di update makin tinggi ya kualitas nya otomatis makin mahal juga biaya kuotanya, Seharusnya itu makin diupdate itu makin bagus ini kok makin ngeselin ya, udah nggak ditambahin fiturnya (cth: fitur download dsbnya) malah yang ada ditambahin kualitas yang otomatis makin cepet habis pula kuotanya. Mohon untuk pihak developer untuk segera diperbaiki biar sama-sama enak (paling gak ada kualitas 144 p nya) . 😡😡😠",neg,,,neg
Udah bayar untuk berlangganan malah ga masuk pembayarannya ke vidio. Udah komplain ga ada tanggapan sampe masa pembayarannya kadaluarsa. Kapok pake ini!!!,,neg,,neg
"apk nya yang sekarang lebih ribet buat berlangganan premium lebih baik yang dulu dari pada sekarang, yang sekarang harus masuk goggle dulu enak yang sebelum nya gampang bisa pembayaran pake alfamart",,neg,,
"kalo dibuat streaming ada gangguan gk bisa,dan lemot,,,padahal udah berlangganan,,dibuat YouTube ok tiktok jg ok,,terus dibuat apa apl nya? nonton film doang?",neg,,,
"Bagus, tapi sayang sekali video yang di download ga bisa di simpan di file. Video yg di download pun ga bisa di buka karna paket berbayar habis. Sama juga bohong. Klo bisa di simpan ke file kasi bintang 5.",neg,,,neg
"Indonesia punya, banyak vidio2 gratis yang bagus. Gk kalah jauh sama youtube. Ada kelebihannya kyk TV, sinetron atau film2 lawas, streaming bola dll, ada di sini.. Aku suka pakai aplikasi ini.",,pos,pos,pos
"Saya top up dari tgl 1 sampai sekarang status masih proses menunggu ... Tidak ada kejelasan, trf sudah terpotong,.. Gimana ini tidak jelas, jngan mau buat aktifkan paket berbayar bohong itu saldo rek sudah terpotong status aplikasi masih menunggu.. Dan tidak jelas... Kebayang jika bayar paket dengan nominal paling tinggi... Sampai lebaran kucing status nya masih menunggu... Saya punya bukti, biar viral ... Aplikasi ini harus dilaporkan penipuan top up slalu ga jelas dans dipotong iya",,neg,,neg
Kebanyakan iklan mulu kapan ue liatnya woyyy sue loe apk gak berguna untuk kali ini ue install besok jangan harap ue intal lagi yg ada ue copot pemasangan kebanyakan bug nya mendingan liat di you tube sekalian iklan mulu makan kuota. Kuota boleh sayah beli pake duit anda cuma buat video tapu kebanyakan iklan hati2 gak diminati banyak orang. nonton iklan mending di bayar ini gak buang kuota tau. Cape mentang2 punya apk gak mikir yg punya kuota kalau banyak kalau sedikit gimna kasian yg lain.,neg,,neg,neg
aduh terlalu sering iklan sangat membosankan!!! bikin tidak betah:) Iklan boleh tapi jangan terlalu sering klo terlalu sering saya ingin mengatakan ini apk kek bgstt,,,neg,neg
Kak knapa ya sekarang kita gak bisa lihat lagi tayangan ulang nya padahal kadang waktu kita gak sempet lihat program acara itu gak seperti dulu kalau kita gak sempet lihat kita bisa lihat tayangan ulang program nya TRANSTV juga TRANS 7,neg,,,
"Kenapa saya ga bisa memutar video apapun kalau pakai handphone? Sedangkan di TV bisa memutar video apapun. Saya sudah ingin mengirim laporan kendala pun ga bisa, loading terus padahal jaringan bagus",neg,,,
Vidio kok gak bisa pakai jaringan indihome.. tapi pake jaringan lain bisa.. ini baru 3 hari gak bisa buka vidio.. tidak dapat mengakses. Dan ggal menampilkan halaman,neg,,,
Aplikasi ini sangat membantu saya karna banyak sinetron yg bagus apalagi videonya full semua dah itu ada djs the movie lagi pasti sangat seru. Saya bangga ada aplikasi video. Terimakasih untuk aplikasi ini..............,,,pos,pos
